Date,Open,High,Low,Close,Adj Close,Volume
2013-10-22,15394.219727,15518.099609,15394.219727,15467.660156,15467.660156,107030000
2013-10-23,15465.339844,15465.660156,15366.190430,15413.330078,15413.330078,90630000
2013-10-24,15414.870117,15528.629883,15414.129883,15509.209961,15509.209961,89240000
2013-10-25,15523.719727,15570.599609,15512.959961,15570.280273,15570.280273,109900000
2013-10-28,15569.190430,15599.089844,15533.480469,15568.929688,15568.929688,92760000
2013-10-29,15572.209961,15683.080078,15572.209961,15680.349609,15680.349609,86600000
2013-10-30,15680.740234,15721.000000,15574.519531,15618.759766,15618.759766,79170000
2013-10-31,15619.919922,15651.860352,15544.690430,15545.750000,15545.750000,114050000
2013-11-01,15558.009766,15649.400391,15543.250000,15615.549805,15615.549805,101830000
2013-11-04,15621.200195,15658.900391,15588.480469,15639.120117,15639.120117,71200000
2013-11-05,15631.219727,15651.889648,15522.179688,15618.219727,15618.219727,91890000
2013-11-06,15628.719727,15750.290039,15628.719727,15746.879883,15746.879883,109200000
2013-11-07,15751.309570,15797.679688,15586.330078,15593.980469,15593.980469,103860000
2013-11-08,15591.540039,15764.290039,15579.349609,15761.780273,15761.780273,101200000
2013-11-11,15759.280273,15791.450195,15737.219727,15783.099609,15783.099609,58860000
2013-11-12,15773.150391,15793.379883,15708.290039,15750.669922,15750.669922,79260000
2013-11-13,15739.500000,15822.980469,15672.000000,15821.629883,15821.629883,92450000
2013-11-14,15806.219727,15884.990234,15798.740234,15876.219727,15876.219727,123860000
2013-11-15,15876.160156,15962.980469,15875.900391,15961.700195,15961.700195,126460000
2013-11-18,15962.719727,16030.280273,15942.169922,15976.019531,15976.019531,94860000
2013-11-19,15974.059570,16025.849609,15943.780273,15967.030273,15967.030273,84570000
2013-11-20,15971.200195,16016.849609,15865.370117,15900.820313,15900.820313,84350000
2013-11-21,15908.070313,16016.040039,15908.070313,16009.990234,16009.990234,79000000
2013-11-22,16008.709961,16068.780273,15976.269531,16064.769531,16064.769531,81000000
2013-11-25,16072.089844,16109.629883,16055.459961,16072.540039,16072.540039,94040000
2013-11-26,16070.929688,16120.250000,16070.929688,16072.799805,16072.799805,107450000
2013-11-27,16073.370117,16107.990234,16057.339844,16097.330078,16097.330078,65730000
2013-11-29,16105.160156,16174.509766,16074.139648,16086.410156,16086.410156,69190000
2013-12-02,16087.120117,16098.000000,15986.230469,16008.769531,16008.769531,92590000
2013-12-03,16004.719727,16004.719727,15859.679688,15914.620117,15914.620117,103910000
2013-12-04,15910.509766,15960.360352,15791.290039,15889.769531,15889.769531,111180000
2013-12-05,15886.500000,15896.190430,15809.370117,15821.509766,15821.509766,128080000
2013-12-06,15825.549805,16022.349609,15825.549805,16020.200195,16020.200195,98260000
2013-12-09,16019.490234,16058.400391,16015.290039,16025.530273,16025.530273,91810000
2013-12-10,16024.120117,16029.059570,15969.530273,15973.129883,15973.129883,79420000
2013-12-11,15970.750000,15997.219727,15827.700195,15843.530273,15843.530273,107170000
2013-12-12,15844.820313,15845.110352,15703.790039,15739.429688,15739.429688,105870000
2013-12-13,15745.660156,15792.799805,15717.919922,15755.360352,15755.360352,83180000
2013-12-16,15759.599609,15930.309570,15759.599609,15884.570313,15884.570313,101470000
2013-12-17,15884.059570,15917.959961,15836.450195,15875.259766,15875.259766,101490000
2013-12-18,15876.570313,16173.040039,15808.919922,16167.969727,16167.969727,129620000
2013-12-19,16162.509766,16194.719727,16121.540039,16179.080078,16179.080078,94980000
2013-12-20,16178.570313,16287.839844,16178.570313,16221.139648,16221.139648,285190000
2013-12-23,16225.250000,16318.110352,16225.250000,16294.610352,16294.610352,78930000
2013-12-24,16295.700195,16360.599609,16295.700195,16357.549805,16357.549805,33640000
2013-12-26,16370.969727,16483.000000,16370.969727,16479.880859,16479.880859,50160000
2013-12-27,16486.369141,16529.009766,16461.230469,16478.410156,16478.410156,47230000
2013-12-30,16484.509766,16504.349609,16476.869141,16504.289063,16504.289063,54220000
2013-12-31,16512.380859,16588.250000,16511.480469,16576.660156,16576.660156,78760000
2014-01-02,16572.169922,16573.070313,16416.490234,16441.349609,16441.349609,80960000
2014-01-03,16456.890625,16518.740234,16439.300781,16469.990234,16469.990234,72770000
2014-01-06,16474.039063,16532.990234,16405.519531,16425.099609,16425.099609,89380000
2014-01-07,16429.019531,16562.320313,16429.019531,16530.939453,16530.939453,81270000
2014-01-08,16527.660156,16528.880859,16416.689453,16462.740234,16462.740234,103260000
2014-01-09,16471.410156,16525.349609,16378.610352,16444.759766,16444.759766,83990000
2014-01-10,16453.619141,16487.650391,16379.019531,16437.050781,16437.050781,85190000
2014-01-13,16434.029297,16453.130859,16240.599609,16257.940430,16257.940430,111680000
2014-01-14,16261.990234,16373.919922,16260.830078,16373.860352,16373.860352,98610000
2014-01-15,16378.030273,16505.279297,16376.780273,16481.939453,16481.939453,101130000
2014-01-16,16477.699219,16477.699219,16375.559570,16417.009766,16417.009766,87370000
2014-01-17,16408.019531,16495.259766,16378.799805,16458.560547,16458.560547,184970000
2014-01-21,16459.269531,16520.599609,16316.250000,16414.439453,16414.439453,111570000
2014-01-22,16420.480469,16453.490234,16332.980469,16373.339844,16373.339844,87470000
2014-01-23,16371.990234,16372.959961,16140.580078,16197.349609,16197.349609,100540000
2014-01-24,16203.290039,16203.290039,15879.110352,15879.110352,15879.110352,141450000
2014-01-27,15879.049805,15942.769531,15783.549805,15837.879883,15837.879883,127540000
2014-01-28,15840.839844,15945.889648,15840.839844,15928.559570,15928.559570,89110000
2014-01-29,15927.080078,15927.080078,15708.980469,15738.790039,15738.790039,109590000
2014-01-30,15743.030273,15907.530273,15733.269531,15848.610352,15848.610352,92100000
2014-01-31,15847.190430,15847.190430,15617.549805,15698.849609,15698.849609,137090000
2014-02-03,15697.690430,15708.540039,15356.169922,15372.799805,15372.799805,151050000
2014-02-04,15372.929688,15481.849609,15356.620117,15445.240234,15445.240234,124110000
2014-02-05,15443.000000,15478.209961,15340.690430,15440.230469,15440.230469,105130000
2014-02-06,15443.830078,15632.089844,15443.000000,15628.530273,15628.530273,106980000
2014-02-07,15630.639648,15798.509766,15625.530273,15794.080078,15794.080078,105780000
2014-02-10,15793.629883,15801.790039,15733.690430,15801.790039,15801.790039,84110000
2014-02-11,15804.169922,16027.190430,15803.400391,15994.769531,15994.769531,95930000
2014-02-12,15993.040039,16036.559570,15928.750000,15963.940430,15963.940430,77310000
2014-02-13,15946.990234,16039.370117,15863.250000,16027.589844,16027.589844,99470000
2014-02-14,16018.080078,16175.549805,15985.389648,16154.389648,16154.389648,84060000
2014-02-18,16153.969727,16167.330078,16107.040039,16130.400391,16130.400391,91250000
2014-02-19,16126.230469,16225.719727,16031.660156,16040.559570,16040.559570,80560000
2014-02-20,16044.150391,16161.639648,16006.589844,16133.230469,16133.230469,77720000
2014-02-21,16135.919922,16191.919922,16093.799805,16103.299805,16103.299805,126580000
2014-02-24,16102.269531,16300.040039,16102.269531,16207.139648,16207.139648,244580000
2014-02-25,16207.339844,16254.259766,16147.250000,16179.660156,16179.660156,99470000
2014-02-26,16180.360352,16252.349609,16155.860352,16198.410156,16198.410156,93980000
2014-02-27,16197.700195,16276.280273,16159.809570,16272.650391,16272.650391,97640000
2014-02-28,16273.230469,16398.949219,16226.089844,16321.709961,16321.709961,122110000
2014-03-03,16321.709961,16321.709961,16071.250000,16168.030273,16168.030273,92760000
2014-03-04,16169.320313,16419.490234,16169.320313,16395.880859,16395.880859,96120000
2014-03-05,16395.880859,16406.550781,16343.959961,16360.179688,16360.179688,73980000
2014-03-06,16360.559570,16450.169922,16360.559570,16421.890625,16421.890625,75900000
2014-03-07,16424.529297,16505.699219,16398.859375,16452.720703,16452.720703,80690000
2014-03-10,16453.099609,16453.099609,16334.200195,16418.679688,16418.679688,68210000
2014-03-11,16419.390625,16460.330078,16325.169922,16351.250000,16351.250000,78150000
2014-03-12,16350.669922,16364.740234,16260.030273,16340.080078,16340.080078,77900000
2014-03-13,16341.549805,16405.070313,16084.099609,16108.889648,16108.889648,86160000
2014-03-14,16106.320313,16165.049805,16046.990234,16065.669922,16065.669922,85660000
2014-03-17,16066.370117,16270.339844,16066.370117,16247.219727,16247.219727,88930000
2014-03-18,16245.929688,16369.940430,16245.929688,16336.190430,16336.190430,79140000
2014-03-19,16335.709961,16363.320313,16126.290039,16222.169922,16222.169922,90110000
2014-03-20,16221.980469,16353.980469,16160.330078,16331.049805,16331.049805,91530000
2014-03-21,16332.690430,16456.449219,16290.790039,16302.769531,16302.769531,353670000
2014-03-24,16303.280273,16380.509766,16215.559570,16276.690430,16276.690430,110620000
2014-03-25,16279.200195,16407.179688,16279.200195,16367.879883,16367.879883,89110000
2014-03-26,16370.709961,16466.039063,16268.990234,16268.990234,16268.990234,92770000
2014-03-27,16268.669922,16300.940430,16191.790039,16264.230469,16264.230469,93650000
2014-03-28,16267.769531,16414.859375,16267.769531,16323.059570,16323.059570,86370000
2014-03-31,16324.219727,16480.849609,16324.219727,16457.660156,16457.660156,104510000
2014-04-01,16458.050781,16565.730469,16457.599609,16532.609375,16532.609375,88010000
2014-04-02,16532.800781,16588.189453,16506.599609,16573.000000,16573.000000,78120000
2014-04-03,16572.359375,16604.150391,16527.599609,16572.550781,16572.550781,77220000
2014-04-04,16576.019531,16631.630859,16392.769531,16412.710938,16412.710938,104350000
2014-04-07,16414.150391,16421.380859,16244.009766,16245.870117,16245.870117,116540000
2014-04-08,16245.160156,16296.860352,16180.280273,16256.139648,16256.139648,98510000
2014-04-09,16256.370117,16438.820313,16256.370117,16437.179688,16437.179688,91550000
2014-04-10,16437.240234,16456.119141,16153.339844,16170.219727,16170.219727,112550000
2014-04-11,16168.870117,16168.870117,16015.320313,16026.750000,16026.750000,119550000
2014-04-14,16028.290039,16184.759766,16028.290039,16173.240234,16173.240234,90020000
2014-04-15,16173.490234,16272.950195,16063.200195,16262.559570,16262.559570,97850000
2014-04-16,16266.230469,16424.849609,16266.230469,16424.849609,16424.849609,94650000
2014-04-17,16424.140625,16460.490234,16368.139648,16408.539063,16408.539063,136190000
2014-04-21,16408.919922,16459.779297,16402.080078,16449.250000,16449.250000,79500000
2014-04-22,16449.380859,16565.710938,16449.380859,16514.369141,16514.369141,84830000
2014-04-23,16513.730469,16525.990234,16477.279297,16501.650391,16501.650391,76830000
2014-04-24,16503.390625,16541.259766,16452.300781,16501.650391,16501.650391,80340000
2014-04-25,16503.259766,16503.259766,16333.780273,16361.459961,16361.459961,90630000
2014-04-28,16363.200195,16500.369141,16312.660156,16448.740234,16448.740234,105510000
2014-04-29,16451.179688,16559.390625,16451.179688,16535.369141,16535.369141,71240000
2014-04-30,16534.859375,16592.279297,16510.869141,16580.839844,16580.839844,92970000
2014-05-01,16580.259766,16604.789063,16525.250000,16558.869141,16558.869141,75630000
2014-05-02,16562.339844,16620.060547,16488.310547,16512.890625,16512.890625,78910000
2014-05-05,16509.750000,16547.919922,16377.089844,16530.550781,16530.550781,70320000
2014-05-06,16529.849609,16529.849609,16399.990234,16401.019531,16401.019531,74340000
2014-05-07,16401.660156,16522.939453,16357.349609,16518.539063,16518.539063,93870000
2014-05-08,16518.160156,16622.949219,16502.009766,16550.970703,16550.970703,75620000
2014-05-09,16551.230469,16588.769531,16498.710938,16583.339844,16583.339844,74980000
2014-05-12,16584.820313,16704.839844,16584.820313,16695.470703,16695.470703,71550000
2014-05-13,16695.919922,16735.509766,16695.919922,16715.439453,16715.439453,71340000
2014-05-14,16716.080078,16717.560547,16595.000000,16613.970703,16613.970703,71970000
2014-05-15,16613.519531,16622.900391,16397.460938,16446.810547,16446.810547,106610000
2014-05-16,16447.320313,16498.990234,16414.320313,16491.310547,16491.310547,119330000
2014-05-19,16490.349609,16526.259766,16442.119141,16511.859375,16511.859375,82180000
2014-05-20,16511.220703,16511.220703,16341.299805,16374.309570,16374.309570,75150000
2014-05-21,16376.169922,16544.599609,16376.169922,16533.060547,16533.060547,76730000
2014-05-22,16532.740234,16565.390625,16489.609375,16543.080078,16543.080078,59250000
2014-05-23,16544.490234,16613.070313,16544.490234,16606.269531,16606.269531,61340000
2014-05-27,16607.419922,16688.689453,16607.419922,16675.500000,16675.500000,80870000
2014-05-28,16674.980469,16674.980469,16620.220703,16633.179688,16633.179688,62480000
2014-05-29,16637.740234,16698.740234,16620.429688,16698.740234,16698.740234,55500000
2014-05-30,16697.330078,16721.220703,16648.849609,16717.169922,16717.169922,105190000
2014-06-02,16716.849609,16756.640625,16682.070313,16743.630859,16743.630859,57560000
2014-06-03,16736.699219,16736.699219,16690.009766,16722.339844,16722.339844,67830000
2014-06-04,16720.000000,16742.910156,16673.650391,16737.529297,16737.529297,65570000
2014-06-05,16739.140625,16845.810547,16709.949219,16836.109375,16836.109375,70460000
2014-06-06,16839.640625,16924.279297,16839.640625,16924.279297,16924.279297,80530000
2014-06-09,16926.080078,16970.169922,16912.919922,16943.099609,16943.099609,67130000
2014-06-10,16940.400391,16946.339844,16897.439453,16945.919922,16945.919922,64560000
2014-06-11,16943.160156,16943.160156,16821.849609,16843.880859,16843.880859,61860000
2014-06-12,16840.480469,16841.570313,16703.730469,16734.189453,16734.189453,72560000
2014-06-13,16734.640625,16787.890625,16718.599609,16775.740234,16775.740234,95220000
2014-06-16,16765.560547,16802.140625,16722.859375,16781.009766,16781.009766,77900000
2014-06-17,16779.210938,16823.550781,16732.910156,16808.490234,16808.490234,63530000
2014-06-18,16806.119141,16911.410156,16755.289063,16906.619141,16906.619141,73720000
2014-06-19,16909.900391,16923.429688,16858.880859,16921.460938,16921.460938,80220000
2014-06-20,16920.619141,16978.019531,16920.619141,16947.080078,16947.080078,247350000
2014-06-23,16946.500000,16954.269531,16896.089844,16937.259766,16937.259766,63640000
2014-06-24,16934.619141,16969.699219,16805.230469,16818.130859,16818.130859,80220000
2014-06-25,16817.679688,16883.539063,16799.410156,16867.509766,16867.509766,73920000
2014-06-26,16866.810547,16872.519531,16746.089844,16846.130859,16846.130859,63650000
2014-06-27,16846.900391,16862.730469,16773.839844,16851.839844,16851.839844,137690000
2014-06-30,16852.490234,16871.269531,16801.939453,16826.599609,16826.599609,90360000
2014-07-01,16828.529297,16998.699219,16828.529297,16956.070313,16956.070313,74050000
2014-07-02,16949.710938,16986.630859,16949.710938,16976.240234,16976.240234,57840000
2014-07-03,16979.000000,17074.650391,16979.000000,17068.259766,17068.259766,66800000
2014-07-07,17063.830078,17063.830078,16992.449219,17024.210938,17024.210938,61480000
2014-07-08,17022.089844,17022.089844,16874.789063,16906.619141,16906.619141,75250000
2014-07-09,16916.830078,16998.949219,16913.810547,16985.609375,16985.609375,67120000
2014-07-10,16980.349609,16980.349609,16805.380859,16915.070313,16915.070313,67510000
2014-07-11,16918.310547,16949.460938,16860.300781,16943.810547,16943.810547,61000000
2014-07-14,16950.929688,17088.429688,16950.929688,17055.419922,17055.419922,60570000
2014-07-15,17055.029297,17120.339844,17006.390625,17060.679688,17060.679688,101730000
2014-07-16,17061.910156,17139.349609,17061.910156,17138.199219,17138.199219,111500000
2014-07-17,17133.449219,17151.560547,16966.189453,16976.810547,16976.810547,99240000
2014-07-18,16978.160156,17113.509766,16977.519531,17100.179688,17100.179688,112530000
2014-07-21,17095.109375,17095.109375,16974.339844,17051.730469,17051.730469,67590000
2014-07-22,17054.970703,17133.429688,17040.130859,17113.539063,17113.539063,77960000
2014-07-23,17117.009766,17121.050781,17058.050781,17086.630859,17086.630859,73440000
2014-07-24,17092.019531,17119.830078,17061.070313,17083.800781,17083.800781,66390000
2014-07-25,17079.500000,17082.330078,16915.650391,16960.570313,16960.570313,67290000
2014-07-28,16956.910156,17001.380859,16877.720703,16982.589844,16982.589844,66190000
2014-07-29,16984.330078,17056.460938,16912.109375,16912.109375,16912.109375,75980000
2014-07-30,16920.109375,16983.939453,16817.160156,16880.359375,16880.359375,77750000
2014-07-31,16869.630859,16869.630859,16563.300781,16563.300781,16563.300781,101670000
2014-08-01,16561.699219,16584.750000,16437.070313,16493.369141,16493.369141,84860000
2014-08-04,16493.720703,16596.220703,16447.199219,16569.279297,16569.279297,76260000
2014-08-05,16559.970703,16559.970703,16369.549805,16429.470703,16429.470703,76630000
2014-08-06,16425.099609,16490.699219,16372.320313,16443.339844,16443.339844,78600000
2014-08-07,16448.289063,16504.349609,16333.780273,16368.269531,16368.269531,80430000
2014-08-08,16369.679688,16556.589844,16364.219727,16553.929688,16553.929688,82420000
2014-08-11,16557.269531,16627.990234,16557.269531,16569.980469,16569.980469,65560000
2014-08-12,16565.550781,16589.310547,16518.060547,16560.539063,16560.539063,62770000
2014-08-13,16567.539063,16670.289063,16567.539063,16651.800781,16651.800781,66020000
2014-08-14,16657.320313,16714.220703,16651.669922,16713.580078,16713.580078,62370000
2014-08-15,16717.009766,16775.269531,16575.419922,16662.910156,16662.910156,109180000
2014-08-18,16664.449219,16840.279297,16664.449219,16838.740234,16838.740234,75670000
2014-08-19,16839.060547,16929.130859,16839.060547,16919.589844,16919.589844,67220000
2014-08-20,16910.029297,16994.890625,16896.550781,16979.130859,16979.130859,61960000
2014-08-21,16983.880859,17074.589844,16983.880859,17039.490234,17039.490234,65160000
2014-08-22,17038.269531,17064.279297,16984.519531,17001.220703,17001.220703,64330000
2014-08-25,17011.810547,17124.740234,17011.810547,17076.869141,17076.869141,57400000
2014-08-26,17079.570313,17153.800781,17079.570313,17106.699219,17106.699219,50710000
2014-08-27,17111.029297,17134.599609,17090.609375,17122.009766,17122.009766,61690000
2014-08-28,17119.060547,17119.060547,17018.330078,17079.570313,17079.570313,51860000
2014-08-29,17083.419922,17110.419922,17035.380859,17098.449219,17098.449219,81500000
2014-09-02,17097.419922,17113.509766,17009.070313,17067.560547,17067.560547,64820000
2014-09-03,17067.240234,17151.890625,17060.210938,17078.279297,17078.279297,62770000
2014-09-04,17083.609375,17161.550781,17030.119141,17069.580078,17069.580078,68120000
2014-09-05,17065.890625,17137.359375,17009.619141,17137.359375,17137.359375,76630000
2014-09-08,17131.710938,17137.880859,17079.169922,17111.419922,17111.419922,65640000
2014-09-09,17110.390625,17111.550781,16993.289063,17013.869141,17013.869141,69030000
2014-09-10,17016.050781,17080.269531,16974.570313,17068.710938,17068.710938,76780000
2014-09-11,17057.410156,17057.410156,16983.880859,17049.000000,17049.000000,63650000
2014-09-12,17044.050781,17044.050781,16937.669922,16987.509766,16987.509766,82820000
2014-09-15,16988.759766,17051.849609,16951.380859,17031.140625,17031.140625,71740000
2014-09-16,17027.160156,17167.050781,16985.550781,17131.970703,17131.970703,73200000
2014-09-17,17131.009766,17221.109375,17089.009766,17156.849609,17156.849609,87810000
2014-09-18,17163.730469,17275.369141,17163.730469,17265.990234,17265.990234,85300000
2014-09-19,17267.210938,17350.640625,17257.460938,17279.740234,17279.740234,349620000
2014-09-22,17271.710938,17277.880859,17159.359375,17172.679688,17172.679688,74300000
2014-09-23,17165.910156,17171.880859,17055.869141,17055.869141,17055.869141,77090000
2014-09-24,17056.640625,17226.599609,17033.929688,17210.060547,17210.060547,80530000
2014-09-25,17204.859375,17204.859375,16945.800781,16945.800781,16945.800781,93520000
2014-09-26,16948.619141,17148.150391,16948.109375,17113.150391,17113.150391,74670000
2014-09-29,17107.689453,17107.689453,16934.429688,17071.220703,17071.220703,70220000
2014-09-30,17070.449219,17145.099609,17017.109375,17042.900391,17042.900391,102290000
2014-10-01,17040.460938,17041.160156,16776.130859,16804.710938,16804.710938,104240000
2014-10-02,16808.269531,16857.250000,16674.039063,16801.050781,16801.050781,75490000
2014-10-03,16802.199219,17027.839844,16802.199219,17009.689453,17009.689453,87940000
2014-10-06,17010.339844,17099.390625,16930.380859,16991.910156,16991.910156,655450000
2014-10-07,16988.250000,16988.250000,16715.789063,16719.390625,16719.390625,79420000
2014-10-08,16718.650391,17006.910156,16663.259766,16994.220703,16994.220703,106930000
2014-10-09,16989.369141,16989.369141,16649.039063,16659.250000,16659.250000,93210000
2014-10-10,16654.880859,16757.599609,16543.910156,16544.099609,16544.099609,136370000
2014-10-13,16535.429688,16602.410156,16310.469727,16321.070313,16321.070313,107830000
2014-10-14,16321.900391,16463.669922,16273.639648,16315.190430,16315.190430,110410000
2014-10-15,16313.299805,16313.299805,15855.120117,16141.740234,16141.740234,160380000
2014-10-16,16137.139648,16211.120117,15935.219727,16117.240234,16117.240234,131670000
2014-10-17,16118.389648,16427.380859,16118.389648,16380.410156,16380.410156,137910000
2014-10-20,16373.150391,16401.630859,16260.540039,16399.669922,16399.669922,94320000
2014-10-21,16406.029297,16620.779297,16405.769531,16614.810547,16614.810547,105110000
2014-10-22,16615.259766,16653.890625,16459.849609,16461.320313,16461.320313,92050000
2014-10-23,16468.070313,16767.519531,16468.070313,16677.900391,16677.900391,99420000
2014-10-24,16677.039063,16811.710938,16649.720703,16805.410156,16805.410156,90400000
2014-10-27,16796.099609,16836.980469,16729.830078,16817.939453,16817.939453,72580000
2014-10-28,16825.189453,17006.449219,16825.189453,17005.750000,17005.750000,83870000
2014-10-29,17005.070313,17065.500000,16895.380859,16974.310547,16974.310547,76450000
2014-10-30,16968.140625,17223.960938,16920.759766,17195.419922,17195.419922,80180000
2014-10-31,17208.779297,17395.539063,17208.779297,17390.519531,17390.519531,121610000
2014-11-03,17390.900391,17410.650391,17339.849609,17366.240234,17366.240234,80030000
2014-11-04,17368.810547,17397.230469,17278.359375,17383.839844,17383.839844,81390000
2014-11-05,17385.759766,17486.589844,17385.759766,17484.529297,17484.529297,76030000
2014-11-06,17491.660156,17560.310547,17440.349609,17554.470703,17554.470703,70670000
2014-11-07,17558.580078,17575.330078,17493.369141,17573.929688,17573.929688,82860000
2014-11-10,17568.980469,17621.869141,17547.509766,17613.740234,17613.740234,71430000
2014-11-11,17615.640625,17638.210938,17584.939453,17614.900391,17614.900391,52880000
2014-11-12,17604.750000,17626.710938,17536.169922,17612.199219,17612.199219,75980000
2014-11-13,17618.689453,17705.480469,17583.880859,17652.789063,17652.789063,80540000
2014-11-14,17653.109375,17664.150391,17613.199219,17634.740234,17634.740234,72850000
2014-11-17,17631.849609,17675.070313,17606.810547,17647.750000,17647.750000,70330000
2014-11-18,17643.089844,17735.710938,17642.029297,17687.820313,17687.820313,87420000
2014-11-19,17685.509766,17712.259766,17624.500000,17685.730469,17685.730469,73780000
2014-11-20,17677.320313,17720.439453,17603.890625,17719.000000,17719.000000,77740000
2014-11-21,17721.019531,17894.830078,17721.019531,17810.060547,17810.060547,140940000
2014-11-24,17812.630859,17855.269531,17793.189453,17817.900391,17817.900391,85510000
2014-11-25,17819.050781,17854.730469,17790.890625,17814.939453,17814.939453,88190000
2014-11-26,17812.250000,17833.759766,17791.160156,17827.750000,17827.750000,67450000
2014-11-28,17830.550781,17893.419922,17807.779297,17828.240234,17828.240234,80470000
2014-12-01,17827.269531,17827.269531,17726.550781,17776.800781,17776.800781,86390000
2014-12-02,17778.849609,17897.050781,17778.849609,17879.550781,17879.550781,81970000
2014-12-03,17880.900391,17924.150391,17855.589844,17912.619141,17912.619141,99400000
2014-12-04,17910.019531,17937.960938,17814.810547,17900.099609,17900.099609,76270000
2014-12-05,17903.050781,17991.189453,17903.050781,17958.789063,17958.789063,79110000
2014-12-08,17954.939453,17960.560547,17804.279297,17852.480469,17852.480469,88680000
2014-12-09,17847.369141,17847.369141,17629.570313,17801.199219,17801.199219,100400000
2014-12-10,17797.990234,17797.990234,17508.099609,17533.150391,17533.150391,115100000
2014-12-11,17534.300781,17758.509766,17534.300781,17596.339844,17596.339844,90100000
2014-12-12,17590.050781,17590.050781,17280.830078,17280.830078,17280.830078,121950000
2014-12-15,17285.740234,17403.539063,17115.279297,17180.839844,17180.839844,114050000
2014-12-16,17173.070313,17427.439453,17067.589844,17068.869141,17068.869141,116640000
2014-12-17,17069.160156,17389.300781,17069.160156,17356.869141,17356.869141,118220000
2014-12-18,17367.849609,17778.400391,17367.849609,17778.150391,17778.150391,123940000
2014-12-19,17778.019531,17874.029297,17746.550781,17804.800781,17804.800781,343690000
2014-12-22,17812.250000,17962.779297,17812.250000,17959.439453,17959.439453,98460000
2014-12-23,17971.509766,18069.220703,17970.160156,18024.169922,18024.169922,82890000
2014-12-24,18035.730469,18086.240234,18027.779297,18030.210938,18030.210938,42870000
2014-12-26,18038.300781,18103.449219,18038.300781,18053.710938,18053.710938,52570000
2014-12-29,18046.580078,18073.039063,18021.570313,18038.230469,18038.230469,53870000
2014-12-30,18035.019531,18035.019531,17959.699219,17983.070313,17983.070313,47490000
2014-12-31,17987.660156,18043.220703,17820.880859,17823.070313,17823.070313,82840000
2015-01-02,17823.070313,17951.779297,17731.300781,17832.990234,17832.990234,76270000
2015-01-05,17821.300781,17821.300781,17475.929688,17501.650391,17501.650391,116160000
2015-01-06,17504.179688,17581.050781,17262.369141,17371.640625,17371.640625,101870000
2015-01-07,17374.779297,17597.080078,17374.779297,17584.519531,17584.519531,91030000
